transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Age_Group,detail_cust_title,rank
19277,72,2179,2017-11-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Benson,cornhill,Male,15,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0,65,36,7,3631.2699999999995,3,3,3,333,Gold,70,Potential Customer,5
19278,3,139,2017-04-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999995,Gar,,Male,1,1964-07-28,Operator,Telecommunications,Affluent Customer,N,No,4.0,61,26,9,5161.44,3,4,4,344,Gold,70,Recent Customer,4
19279,72,2310,2017-12-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170.0,771.12,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,,High Net Worth,N,Yes,11.0,56,15,6,4022.4100000000003,4,2,3,423,Platinum,60,Becoming Loyal,3
19280,10,1965,2017-08-30,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0,1103.43,Bendicty,Powrie,Male,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3.0,52,6,5,2093.67,4,2,2,422,Platinum,60,Becoming Loyal,3
19281,53,1701,2017-02-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Hazlett,Goane,Male,11,1963-04-24,,Manufacturing,High Net Worth,N,No,17.0,62,5,5,1420.68,4,2,1,421,Platinum,70,Becoming Loyal,3
19282,85,2929,2017-01-19,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28,Winny,Cakes,Male,97,1999-07-28,Nurse,Retail,Mass Customer,N,No,2.0,26,1,9,6692.389999999999,4,4,4,444,Platinum,30,Platinum Customer,1
19283,55,1364,2017-08-02,,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Selby,Cabbell,Male,99,1978-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,21.0,47,64,5,2329.3199999999997,2,2,2,222,Silver,50,High Risk Customer,8
19284,84,2438,2017-03-09,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0,75.48000000000002,Lorianne,Ethersey,Female,76,1983-01-29,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4.0,43,27,7,3058.73,3,3,3,333,Gold,50,Potential Customer,5
19285,19,129,2017-07-05,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0,114.93,Weidar,Silkstone,Male,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,40,178,4,2753.75,1,1,2,112,Bronze,50,Evasive Customer,10
19286,32,2487,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0,431.33,Elton,Piggford,Male,92,1978-01-13,Operator,IT,Affluent Customer,N,Yes,14.0,48,98,4,2180.75,1,1,2,112,Bronze,50,Evasive Customer,10
19287,85,2275,2017-08-31,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,827.1599999999999,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,33,121,6,5688.289999999999,1,2,4,124,Bronze,40,Almost Lost Customer,9
19288,62,1516,2017-11-07,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,179.44,Ham,Pietrusiak,Male,6,1967-07-12,VP Sales,IT,Affluent Customer,N,No,19.0,58,37,5,4256.32,3,2,4,324,Gold,60,Potential Customer,5
19289,35,2396,2017-08-06,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560.0,903.11,Elmira,Wildblood,Female,40,1973-08-02,Recruiter,Retail,Affluent Customer,N,Yes,7.0,52,0,5,2700.55,4,2,2,422,Platinum,60,Becoming Loyal,3
19290,0,2189,2017-04-12,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,91.15,Thedric,,Male,43,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4.0,28,40,10,4914.08,3,4,4,344,Gold,30,Recent Customer,4
19292,19,150,2017-10-16,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Bradly,Crosse,Male,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,N,No,17.0,42,75,4,2446.5099999999998,2,1,2,212,Silver,50,High Risk Customer,8
19293,23,1282,2017-03-05,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031.0,75.75,Garald,Pidler,Male,99,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,45,38,8,5521.409999999999,3,4,4,344,Gold,50,Recent Customer,4
19294,73,3098,2017-11-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Tiff,Ovett,Female,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,45,38,4,2968.25,3,1,3,313,Gold,50,Late Bloomer,6
19295,1,2841,2017-12-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667.0,448.68,Bibby,Carnson,Female,19,1963-01-31,Recruiting Manager,,Mass Customer,N,No,16.0,63,16,7,6522.279999999999,4,3,4,434,Platinum,70,Very Loyal,2
19296,43,1676,2017-10-04,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,502.47,Ozzy,Olerenshaw,Male,63,1975-03-31,Information Systems Manager,Health,Mass Customer,N,No,13.0,51,87,5,4291.110000000001,1,2,4,124,Bronze,60,Almost Lost Customer,9
19297,0,962,2017-07-10,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,41848.0,104.24,Granger,Tuftin,Male,49,1977-09-07,VP Product Management,,High Net Worth,N,Yes,17.0,48,2,7,2344.0,4,3,2,432,Platinum,50,Becoming Loyal,3
19298,83,1937,2017-05-18,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91,Renaud,Gahagan,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0,52,34,7,4712.24,3,3,4,334,Gold,60,Potential Customer,5
19299,73,2824,2017-04-02,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Lombard,Essame,Male,41,1995-06-11,Assistant Media Planner,Entertainment,Affluent Customer,N,No,7.0,30,122,6,5278.0199999999995,1,2,4,124,Bronze,40,Almost Lost Customer,9
19300,13,1728,2017-04-12,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001,Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,48,45,6,3684.4900000000002,2,2,3,223,Silver,50,High Risk Customer,8
19301,16,1515,2017-07-22,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Dietrich,Escott,Male,80,1990-08-19,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2.0,35,8,7,2314.6000000000004,4,3,2,432,Platinum,40,Becoming Loyal,3
19302,40,2244,2017-07-19,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Sidney,Cargon,Male,97,1972-05-10,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5.0,53,63,5,1796.0,2,2,1,221,Silver,60,High Risk Customer,8
19303,90,432,2017-11-12,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434.0,72.59999999999997,Amby,Pentin,Male,83,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,36,21,8,5110.17,3,4,4,344,Gold,40,Recent Customer,4
19304,35,1776,2017-08-22,,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Korey,Gate,Male,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10.0,47,34,7,3510.7400000000002,3,3,3,333,Gold,50,Potential Customer,5
19305,98,477,2017-11-25,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647.0,693.76,Cheri,Hazeman,Female,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0,65,35,5,3375.06,3,2,3,323,Gold,70,Potential Customer,5
19306,33,3372,2017-11-29,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,199.0999999999999,Orazio,Wissby,Male,62,1954-09-25,,Telecommunications,High Net Worth,N,No,15.0,71,31,6,2684.47,3,2,2,322,Gold,80,Late Bloomer,6
19307,31,1349,2017-09-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999,Curran,Gush,Male,83,1997-05-07,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0,28,43,6,1905.1599999999999,3,2,2,322,Gold,30,Late Bloomer,6
19308,24,2391,2017-08-09,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,957.02,Corny,Millott,Female,72,1961-04-22,Nurse Practicioner,Health,Mass Customer,N,No,14.0,64,12,10,5862.45,4,4,4,444,Platinum,70,Platinum Customer,1
19309,29,2926,2017-02-04,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Jonie,Bickerstasse,Female,27,1963-03-20,Research Nurse,Health,High Net Worth,N,No,12.0,63,143,4,1341.6799999999998,1,1,1,111,Bronze,70,Lost Customer,11
19310,44,2851,2017-12-15,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Ulberto,Haking,Male,36,1975-12-17,Programmer IV,Entertainment,Affluent Customer,N,Yes,16.0,50,9,8,4113.78,4,4,3,443,Platinum,60,Very Loyal,2
19311,23,915,2017-04-08,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Austina,Orrice,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7.0,41,28,5,1260.1299999999999,3,2,1,321,Gold,50,Late Bloomer,6
19312,47,2793,2017-11-26,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,189.28,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Affluent Customer,N,Yes,14.0,54,34,8,4232.85,3,4,4,344,Gold,60,Recent Customer,4
19313,88,1944,2017-03-02,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34244.0,182.81000000000017,Gregory,Balchin,Male,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8.0,45,5,5,1345.75,4,2,1,421,Platinum,50,Becoming Loyal,3
19314,56,3266,2017-04-14,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,45.96000000000001,Lambert,Edser,Male,68,1995-05-21,Account Representative III,,Mass Customer,N,Yes,5.0,30,71,7,2269.93,2,3,2,232,Silver,40,Loosing Customer,7
19315,57,2037,2017-02-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,1630.25,Irwin,Ryall,Male,19,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6.0,37,98,4,2941.07,1,1,3,113,Bronze,40,Evasive Customer,10
19316,30,1455,2017-05-11,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27,Cleo,,Female,2,1992-07-26,Software Engineer I,Property,Affluent Customer,N,No,8.0,33,32,5,2349.98,3,2,2,322,Gold,40,Late Bloomer,6
19317,63,3291,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,1383.61,Cindy,Eakin,Female,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,No,13.0,70,46,4,2199.04,2,1,2,212,Silver,80,High Risk Customer,8
19318,91,1265,2017-09-15,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37626.0,25.08999999999999,Kipper,Monck,Male,72,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0,38,7,4,1195.6099999999997,4,1,1,411,Gold,40,Recent Customer,4
19319,51,2390,2017-10-22,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Tonya,Nealand,Female,48,1964-05-06,Legal Assistant,Property,Mass Customer,N,No,12.0,61,69,7,5593.6,2,3,4,234,Silver,70,Loosing Customer,7
19321,32,2958,2017-12-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,431.33,Regan,Botly,Male,10,1975-11-23,Health Coach II,Manufacturing,Affluent Customer,N,Yes,14.0,50,4,7,1892.1200000000001,4,3,2,432,Platinum,60,Becoming Loyal,3
19322,29,1094,2017-11-17,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Shaughn,Salters,Male,48,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,19.0,50,43,7,3632.3,3,3,3,333,Gold,60,Potential Customer,5
19323,77,2482,2017-01-21,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0,445.2099999999999,Regan,Siemens,Male,95,1953-12-10,Pharmacist,Health,Mass Customer,N,Yes,10.0,72,232,3,1400.8299999999997,1,1,1,111,Bronze,80,Lost Customer,11
19324,95,2931,2017-02-09,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Efren,Twiddell,Male,61,1979-01-27,Executive Secretary,IT,Mass Customer,N,Yes,6.0,47,57,6,1700.5500000000002,2,2,1,221,Silver,50,High Risk Customer,8
19325,46,1291,2017-02-02,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34,Warner,Zuker,Male,0,1980-08-16,Quality Engineer,Health,Mass Customer,N,No,12.0,45,16,7,5147.26,4,3,4,434,Platinum,50,Very Loyal,2
19326,100,1000,2017-03-01,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Paulie,Castelot,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0,47,0,9,5383.48,4,4,4,444,Platinum,50,Platinum Customer,1
19327,13,1017,2017-05-18,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,751.02,Jacquenette,Pluthero,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,47,226,3,2858.8900000000003,1,1,3,113,Bronze,50,Evasive Customer,10
19328,40,1295,2017-12-01,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Irving,Murton,Male,66,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0,29,29,6,1882.9,3,2,2,322,Gold,30,Late Bloomer,6
19329,16,518,2017-04-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160.0,182.81000000000017,Bernhard,Senett,Male,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10.0,34,261,3,938.2500000000001,1,1,1,111,Bronze,40,Lost Customer,11
19330,20,1481,2017-10-13,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,195.33999999999992,Ellissa,Stanney,Female,93,1976-06-26,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14.0,49,20,8,2551.0499999999997,3,4,2,342,Gold,50,Potential Customer,5
19331,18,1762,2017-10-25,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34165.0,143.82,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,47,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
19332,12,2904,2017-12-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0,1055.82,Freddi,Arrington,Female,26,1977-06-30,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11.0,48,23,7,3163.3900000000003,3,3,3,333,Gold,50,Potential Customer,5
19333,52,735,2017-10-04,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,41533.0,450.77,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,60,87,4,3025.33,1,1,3,113,Bronze,70,Evasive Customer,10
19334,88,805,2017-03-31,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,817.36,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.0,65,122,6,2795.75,1,2,2,122,Bronze,70,Evasive Customer,10
19335,69,3402,2017-07-29,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Krystyna,Scadden,Female,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10.0,40,12,9,6036.1900000000005,4,4,4,444,Platinum,50,Platinum Customer,1
19336,86,1812,2017-09-05,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0,66,22,10,4084.2799999999997,3,4,3,343,Gold,70,Potential Customer,5
19337,54,3029,2017-08-31,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Timmie,Gori,Male,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0,47,121,4,1922.75,1,1,2,112,Bronze,50,Evasive Customer,10
19338,28,605,2017-04-06,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33552.0,133.7800000000002,Bart,Creenan,Male,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,54,2,8,5025.64,4,4,4,444,Platinum,60,Platinum Customer,1
19339,38,2787,2017-04-05,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,36498.0,751.02,Teressa,Tague,Female,92,1980-09-26,Marketing Assistant,,Affluent Customer,N,Yes,6.0,45,37,6,6153.0,3,2,4,324,Gold,50,Potential Customer,5
19340,12,2029,2017-12-29,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,Charlie,Hastilow,Male,10,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7.0,34,1,9,4156.31,4,4,3,443,Platinum,40,Very Loyal,2
19342,34,1801,2017-02-23,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0,49,65,8,4098.59,2,4,3,243,Silver,50,Loosing Customer,7
19343,0,3014,2017-11-21,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999998,Terrijo,Merlin,Female,59,2001-03-30,Software Engineer II,,High Net Worth,N,No,1.0,25,19,9,4656.84,3,4,4,344,Gold,30,Recent Customer,4
19344,22,687,2017-11-28,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0,143.82,Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,N,Yes,5.0,67,8,6,812.7199999999999,4,2,1,421,Platinum,70,Becoming Loyal,3
19345,66,2448,2017-03-01,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001,Lorri,Iston,Female,5,1992-12-18,Structural Analysis Engineer,Property,High Net Worth,N,No,10.0,33,6,6,2580.59,4,2,2,422,Platinum,40,Becoming Loyal,3
19346,4,543,2017-12-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40649.0,451.6500000000001,Mikey,Rizzetti,Male,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0,52,0,5,1924.15,4,2,2,422,Platinum,60,Becoming Loyal,3
19347,77,2313,2017-04-27,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999,Christa,Pauley,Female,54,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,N,No,12.0,59,44,6,2842.47,3,2,2,322,Gold,60,Late Bloomer,6
19348,22,2189,2017-08-15,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Thedric,,Male,43,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4.0,28,40,10,4914.08,3,4,4,344,Gold,30,Recent Customer,4
19349,30,2013,2017-04-17,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,39031.0,299.27,Marge,Girault,Female,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0,30,15,10,6025.31,4,4,4,444,Platinum,40,Platinum Customer,1
19350,0,420,2017-09-06,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,67,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
19351,1,764,2017-06-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.68,Samuel,Stiff,Male,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,N,Yes,22.0,49,79,3,1364.06,2,1,1,211,Bronze,50,Almost Lost Customer,9
19352,21,2890,2017-01-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0,690.49,Nevile,Ecclesall,Male,64,1959-05-17,Speech Pathologist,,Affluent Customer,N,Yes,20.0,66,86,7,3978.89,2,3,3,233,Silver,70,Loosing Customer,7
19353,75,2975,2017-05-08,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Deva,Carnow,Female,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,14.0,45,169,3,2020.68,1,1,2,112,Bronze,50,Evasive Customer,10
19354,74,296,2017-04-01,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37668.0,812.44,Marshal,Rathbone,Male,34,1972-06-19,,Health,High Net Worth,N,Yes,17.0,53,8,3,2515.29,4,1,2,412,Platinum,60,Recent Customer,4
19355,74,2996,2017-08-14,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,827.1599999999999,Jerrylee,Shinfield,Female,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,N,No,14.0,58,21,3,1751.7199999999998,3,1,1,311,Silver,60,Late Bloomer,6
19356,44,2313,2017-02-14,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Christa,Pauley,Female,54,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,N,No,12.0,59,44,6,2842.47,3,2,2,322,Gold,60,Late Bloomer,6
19357,0,332,2017-04-11,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Liza,Trouel,Female,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14.0,47,263,2,239.35000000000002,1,1,1,111,Bronze,50,Lost Customer,11
19358,43,1496,2017-11-07,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0,502.47,Cordie,Disbrow,Female,22,1998-05-02,Human Resources Manager,IT,Affluent Customer,N,No,3.0,27,53,5,3181.1600000000003,2,2,3,223,Silver,30,High Risk Customer,8
19359,95,936,2017-05-18,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Raffaello,Godleman,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,37,32,12,9244.9,3,4,4,344,Gold,40,Recent Customer,4
19360,9,2177,2017-08-20,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999,Waverly,Creebo,Male,35,1977-10-08,Social Worker,Health,Mass Customer,N,No,9.0,48,98,5,2762.18,1,2,2,122,Bronze,50,Evasive Customer,10
19361,17,827,2017-11-11,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,409.8600000000001,Phillis,Rudwell,Female,90,1996-05-07,,Health,Affluent Customer,N,No,5.0,29,49,8,4014.42,2,4,3,243,Silver,30,Loosing Customer,7
19362,89,3461,2017-05-26,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0,1305.25,Nigel,Izard,Male,28,1962-11-30,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,17.0,63,136,7,4233.2,1,3,4,134,Bronze,70,Almost Lost Customer,9
19363,34,318,2017-06-28,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560.0,309.80999999999995,Libbie,Castelin,Female,21,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18.0,56,9,7,3632.1800000000003,4,3,3,433,Platinum,60,Very Loyal,2
19364,0,3252,2017-09-10,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434.0,72.59999999999997,Alexia,McTerrelly,Female,59,1987-06-15,GIS Technical Architect,,High Net Worth,N,Yes,14.0,38,18,7,2574.5,4,3,2,432,Platinum,40,Becoming Loyal,3
19365,43,175,2017-03-17,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,502.47,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,50,64,5,2170.54,2,2,2,222,Silver,60,High Risk Customer,8
19366,4,1326,2017-03-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37659.0,451.6500000000001,Goddard,Tinn,Male,15,1966-02-23,Biostatistician III,Health,Affluent Customer,N,Yes,5.0,60,10,6,3581.0000000000005,4,2,3,423,Platinum,70,Becoming Loyal,3
19367,26,506,2017-03-22,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002,Brett,Scrancher,Female,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21.0,41,56,10,6985.240000000001,2,4,4,244,Silver,50,Loosing Customer,7
19368,91,370,2017-03-08,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0,25.08999999999999,Trstram,Bondesen,Male,91,1998-07-27,,Telecommunications,Affluent Customer,N,Yes,3.0,27,111,7,3290.26,1,3,3,133,Bronze,30,Almost Lost Customer,9
19370,91,1107,2017-09-02,,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,128.45999999999992,Maridel,Whitby,Female,70,1974-07-17,Social Worker,Health,High Net Worth,N,No,18.0,51,48,6,1972.03,2,2,2,222,Silver,60,High Risk Customer,8
19371,23,1684,2017-12-05,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Janie,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,46,16,6,1507.2999999999997,4,2,1,421,Platinum,50,Becoming Loyal,3
19372,8,2501,2017-12-12,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0,187.38999999999987,Ora,Meaddowcroft,Female,80,1971-07-12,Actuary,Financial Services,Mass Customer,N,Yes,10.0,54,18,7,1813.87,4,3,1,431,Platinum,60,Becoming Loyal,3
19373,42,1992,2017-07-26,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,199.0999999999999,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,30,140,10,6658.89,1,4,4,144,Bronze,40,Almost Lost Customer,9
19374,44,3460,2017-01-29,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Reinhold,Barthrup,Male,22,1999-10-10,Actuary,Financial Services,Mass Customer,N,No,2.0,26,55,9,8321.810000000001,2,4,4,244,Silver,30,Loosing Customer,7
